P1_Zackenberg,Aedes_impiger,Salix_arctica
P1_Zackenberg,Aedes_impiger,Polygonum_viviparum
P1_Zackenberg,Aedes_impiger,Silene_acaulis
P1_Zackenberg,Aedes_impiger,Cerastium_arcticum
P1_Zackenberg,Aedes_impiger,Chamaenerion_latifolium
P1_Zackenberg,Aedes_impiger,Dryas_octopetala
P1_Zackenberg,Aedes_impiger,Erigeron_compositus
P1_Zackenberg,Aedes_impiger,Potentilla_rubricaulis
P1_Zackenberg,Aedes_impiger,Saxifraga_nivalis
P1_Zackenberg,Aedes_impiger,Taraxacum_phymatocarpum
P1_Zackenberg,Aedes_nigripes,Dryas_octopetala
P1_Zackenberg,Aedes_nigripes,Silene_acaulis
P1_Zackenberg,Aedes_nigripes,Arenaria_pseudofrigida
P1_Zackenberg,Aedes_nigripes,Cerastium_arcticum
P1_Zackenberg,Aedes_nigripes,Melandrium_triflorum
P1_Zackenberg,Aedes_nigripes,Papaver_radicatum
P1_Zackenberg,Aedes_nigripes,Polygonum_viviparum
P1_Zackenberg,Aedes_nigripes,Potentilla_rubricaulis
P1_Zackenberg,Aedes_nigripes,Saxifraga_oppositifolia
P1_Zackenberg,Aedes_nigripes,Chamaenerion_latifolium
P1_Zackenberg,Aedes_nigripes,Draba_arctica
P1_Zackenberg,Aedes_nigripes,Pedicularis_hirsuta
P1_Zackenberg,Aedes_nigripes,Potentilla_hyparctica
P1_Zackenberg,Aedes_nigripes,Salix_arctica
P1_Zackenberg,Aedes_nigripes,Saxifraga_cernua
P1_Zackenberg,Aphidius_sp._,Saxifraga_oppositifolia
P1_Zackenberg,Bombus_sp.,Cassiope_tetragona
P1_Zackenberg,Bombus_sp.,Rhododendron_lapponicum
P1_Zackenberg,Bombus_sp.,Salix_arctica
P1_Zackenberg,Bombus_sp.,Silene_acaulis
P1_Zackenberg,Brachypogon_sp.,Draba_lactea
P1_Zackenberg,Brachypogon_sp.,Polygonum_viviparum
P1_Zackenberg,Brachypogon_sp.,Potentilla_hyparctica
P1_Zackenberg,Brachypogon_sp.,Salix_arctica
P1_Zackenberg,Brachypogon_sp.,Vaccinium_uliginosum
P1_Zackenberg,Bradysia_spp.,Saxifraga_oppositifolia
P1_Zackenberg,Bradysia_spp.,Cochlearia_groenlandica
P1_Zackenberg,Bradysia_spp.,Salix_arctica
P1_Zackenberg,Bradysia_spp.,Potentilla_hyparctica
P1_Zackenberg,Bradysia_spp.,Cerastium_arcticum
P1_Zackenberg,Bradysia_spp.,Draba_lactea
P1_Zackenberg,Bradysia_spp.,Dryas_octopetala
P1_Zackenberg,Bradysia_spp.,Arnica_angustifolia
